    	Line 124: 03:06.028	ID:21	30 0 184 0 771 55 1 0 12851 12588 13368 2048 2048 0 487 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
    	Line 144: 03:30.819	ID:21	-6369,209,209,13
    	Line 145: 03:30.855	ID:21	30 0 209 0 3341 45 1 0 13875 11321 12338 57 2048 0 189 0 4732 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 1 41712
    	Line 159: 03:44.444	ID:21	-26507,223,223,19
    	Line 160: 03:44.482	ID:21	30 0 223 0 4883 45 1 0 13622 14128 12844 13106 2048 34346 59254 41712 1 6176 6174 0 32768 1 6176 63492 36188 4414 5518 32422 0 0
    	Line 162: 03:48.564	ID:21	21710,227,227,7
    	Line 163: 03:48.592	ID:21	30 0 227 0 1799 50 2 0 12599 11312 12850 55 43690 0 0 0 0 0 0 0 0 0 16448 0 0 0 0 10214 11054 44600
    	Line 168: 03:59.259	ID:21	-3309,238,238,8
    	Line 169: 03:59.287	ID:21	30 0 238 0 2056 45 2 0 12339 11321 13106 56 43690 0 0 0 0 0 0 0 0 0 16448 0 0 0 0 10214 11054 44600
    	Line 174: 04:03.241	ID:21	14153,242,242,8
    	Line 175: 04:03.276	ID:21	30 0 242 0 2056 49 2 0 13617 11315 13362 50 2048 0 9 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
    	Line 183: 04:14.216	ID:21	27100,253,253,20
    	Line 184: 04:14.252	ID:21	30 0 253 0 5140 50 1 0 12337 11312 13618 51 2048 0 229 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
    	Line 186: 04:20.722	ID:21	27243,259,259,3
    	Line 187: 04:20.758	ID:21	30 0 259 0 771 50 1 0 13362 11315 13618 57 2048 0 461 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
    	Line 192: 04:25.175	ID:21	18161,264,264,19
    	Line 193: 04:25.211	ID:21	30 0 264 0 4883 49 1 0 13873 11313 13874 52 2048 0 229 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
    	Line 201: 04:33.656	ID:21	-10693,272,272,13
    	Line 202: 04:33.690	ID:21	30 0 272 0 3341 45 1 0 13872 13113 12844 12855 0 21 21 5 8 6176 6176 8 18384 1 6176 63492 36188 4414 5518 32422 0 41712
    	Line 213: 04:46.901	ID:21	-4134,286,285,7
    	Line 214: 04:46.937	ID:21	30 0 285 0 1799 45 2 0 13105 11316 14386 54 2048 0 487 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
    	Line 230: 05:02.790	ID:21	10583,301,301,19
    	Line 232: 05:02.826	ID:21	30 0 301 0 4883 49 1 0 14389 11315 12339 49 2048 0 221 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
    	Line 246: 05:16.012	ID:21	29361,314,314,13
    	Line 247: 05:16.048	ID:21	30 0 314 0 3341 50 1 0 13875 11313 12595 52 2048 0 231 0 4732 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 1 41712
    	Line 249: 05:16.332	ID:21	-28565,315,315,20
